label,cluster_no
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
chickpea,2
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,2
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
pigeonpeas,5
pigeonpeas,3
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,3
pigeonpeas,0
pigeonpeas,5
pigeonpeas,0
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,0
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,2
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,0
pigeonpeas,5
pigeonpeas,3
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,0
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,0
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,0
pigeonpeas,5
pigeonpeas,3
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,0
pigeonpeas,5
pigeonpeas,5
pigeonpeas,3
pigeonpeas,5
pigeonpeas,5
pigeonpeas,2
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,0
pigeonpeas,5
pigeonpeas,5
pigeonpeas,0
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,3
pigeonpeas,3
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,5
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,5
mothbeans,5
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,5
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,5
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,7
lentil,5
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,5
lentil,0
lentil,0
lentil,5
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
mango,5
mango,5
mango,5
mango,5
mango,0
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,0
mango,5
mango,5
mango,5
mango,5
mango,0
mango,5
mango,5
mango,5
mango,5
mango,0
mango,5
mango,5
mango,5
mango,5
mango,0
mango,5
mango,5
mango,0
mango,0
mango,5
mango,5
mango,5
mango,0
mango,5
mango,5
mango,0
mango,5
mango,5
mango,0
mango,0
mango,5
mango,5
mango,5
mango,5
mango,0
mango,0
mango,0
mango,5
mango,5
mango,5
mango,5
mango,0
mango,5
mango,0
mango,5
mango,0
mango,0
mango,5
mango,5
mango,5
mango,0
mango,0
mango,5
mango,0
mango,5
mango,5
mango,0
mango,5
mango,5
mango,5
mango,5
mango,0
mango,0
mango,5
mango,0
mango,0
mango,0
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,0
mango,0
mango,5
mango,5
mango,5
mango,5
mango,5
mango,0
mango,0
mango,5
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
orange,7
orange,7
orange,7
orange,7
orange,3
orange,3
orange,7
orange,3
orange,3
orange,7
orange,7
orange,7
orange,3
orange,7
orange,7
orange,7
orange,3
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,3
orange,7
orange,7
orange,7
orange,3
orange,0
orange,3
orange,7
orange,7
orange,7
orange,7
orange,3
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,3
orange,7
orange,7
orange,7
orange,3
orange,7
orange,7
orange,3
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,3
orange,3
orange,7
orange,3
orange,7
orange,7
orange,7
orange,7
orange,3
orange,7
orange,3
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,3
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,3
orange,3
orange,7
orange,7
orange,7
orange,3
orange,3
orange,3
orange,0
orange,7
orange,7
orange,3
orange,3
orange,0
orange,7
orange,7
orange,7
orange,7
papaya,3
papaya,3
papaya,3
papaya,3
papaya,3
papaya,3
papaya,3
papaya,6
papaya,3
papaya,3
papaya,3
papaya,0
papaya,3
papaya,0
papaya,3
papaya,3
papaya,3
papaya,0
papaya,3
papaya,3
papaya,0
papaya,0
papaya,3
papaya,3
papaya,3
papaya,6
papaya,3
papaya,3
papaya,3
papaya,3
papaya,3
papaya,0
papaya,3
papaya,0
papaya,3
papaya,3
papaya,3
papaya,3
papaya,3
papaya,6
papaya,3
papaya,6
papaya,3
papaya,3
papaya,3
papaya,3
papaya,0
papaya,3
papaya,3
papaya,0
papaya,3
papaya,3
papaya,3
papaya,1
papaya,3
papaya,1
papaya,0
papaya,1
papaya,3
papaya,6
papaya,3
papaya,3
papaya,6
papaya,1
papaya,3
papaya,0
papaya,0
papaya,0
papaya,1
papaya,3
papaya,1
papaya,3
papaya,6
papaya,3
papaya,3
papaya,3
papaya,0
papaya,3
papaya,3
papaya,1
papaya,3
papaya,0
papaya,6
papaya,6
papaya,3
papaya,3
papaya,3
papaya,3
papaya,0
papaya,1
papaya,1
papaya,3
papaya,3
papaya,6
papaya,0
papaya,3
papaya,3
papaya,3
papaya,3
papaya,6
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,7
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,7
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,7
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,7
coconut,7
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,1
coffee,6
coffee,6
coffee,6
coffee,1
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,1
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,1
coffee,6
coffee,1
coffee,1
coffee,1
coffee,6
coffee,1
coffee,6
coffee,1
coffee,1
coffee,6
coffee,1
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,1
coffee,6
coffee,6
coffee,6
coffee,6
coffee,1
coffee,6
coffee,6
coffee,6
coffee,6
coffee,1
coffee,6
